id,symbol,timestamp,side,pnl,status
65,MES,2023-01-01 11:04:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.77}",0.0,FILLED
66,MES,2023-01-01 11:05:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.14}",0.0,FILLED
67,MES,2023-01-01 11:06:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.18}",0.0,FILLED
68,MES,2023-01-01 11:07:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.22}",0.0,FILLED
69,MES,2023-01-01 11:08:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.81}",0.0,FILLED
70,MES,2023-01-01 11:09:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.76}",0.0,FILLED
71,MES,2023-01-01 11:10:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.79}",0.0,FILLED
72,MES,2023-01-01 11:11:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.91}",0.0,FILLED
73,MES,2023-01-01 11:12:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.86}",0.0,FILLED
74,MES,2023-01-01 11:13:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.78}",0.0,FILLED
75,MES,2023-01-01 11:14:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.19}",0.0,FILLED
76,MES,2023-01-01 11:15:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
77,MES,2023-01-01 11:16:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.12}",0.0,FILLED
78,MES,2023-01-01 11:17:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.18}",0.0,FILLED
79,MES,2023-01-01 11:18:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.76}",0.0,FILLED
80,MES,2023-01-01 11:19:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.76}",0.0,FILLED
81,MES,2023-01-01 11:20:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
82,MES,2023-01-01 11:21:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.2}",0.0,FILLED
83,MES,2023-01-01 11:22:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.11}",0.0,FILLED
84,MES,2023-01-01 11:23:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.8}",0.0,FILLED
85,MES,2023-01-01 11:24:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.19}",0.0,FILLED
86,MES,2023-01-01 11:25:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.75}",0.0,FILLED
87,MES,2023-01-01 11:26:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.71}",0.0,FILLED
88,MES,2023-01-01 11:27:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.17}",0.0,FILLED
89,MES,2023-01-01 11:28:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.2}",0.0,FILLED
90,MES,2023-01-01 11:29:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.18}",0.0,FILLED
91,MES,2023-01-01 11:30:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.78}",0.0,FILLED
92,MES,2023-01-01 11:31:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.31}",0.0,FILLED
93,MES,2023-01-01 11:32:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.78}",0.0,FILLED
94,MES,2023-01-01 11:33:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.17}",0.0,FILLED
95,MES,2023-01-01 11:34:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.07}",0.0,FILLED
96,MES,2023-01-01 11:35:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.87}",0.0,FILLED
97,MES,2023-01-01 11:36:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.75}",0.0,FILLED
98,MES,2023-01-01 11:37:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.25}",0.0,FILLED
99,MES,2023-01-01 11:38:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.78}",0.0,FILLED
100,MES,2023-01-01 11:39:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
101,MES,2023-01-01 11:40:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
102,MES,2023-01-01 11:41:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.74}",0.0,FILLED
103,MES,2023-01-01 11:42:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
104,MES,2023-01-01 11:43:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.79}",0.0,FILLED
105,MES,2023-01-01 11:44:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.22}",0.0,FILLED
106,MES,2023-01-01 11:45:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.81}",0.0,FILLED
107,MES,2023-01-01 11:46:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.87}",0.0,FILLED
108,MES,2023-01-01 11:47:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.2}",0.0,FILLED
109,MES,2023-01-01 11:48:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.76}",0.0,FILLED
110,MES,2023-01-01 11:49:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.09}",0.0,FILLED
111,MES,2023-01-01 11:50:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.16}",0.0,FILLED
112,MES,2023-01-01 11:51:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.67}",0.0,FILLED
113,MES,2023-01-01 11:52:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.12}",0.0,FILLED
114,MES,2023-01-01 11:53:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.14}",0.0,FILLED
115,MES,2023-01-01 11:54:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.11}",0.0,FILLED
116,MES,2023-01-01 11:55:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.86}",0.0,FILLED
117,MES,2023-01-01 11:56:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.7}",0.0,FILLED
118,MES,2023-01-01 11:57:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.11}",0.0,FILLED
119,MES,2023-01-01 11:58:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.08}",0.0,FILLED
120,MES,2023-01-01 11:59:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.08}",0.0,FILLED
121,MES,2023-01-01 12:00:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
122,MES,2023-01-01 12:01:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.7}",0.0,FILLED
123,MES,2023-01-01 12:02:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
124,MES,2023-01-01 12:03:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
125,MES,2023-01-01 12:04:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.7}",0.0,FILLED
126,MES,2023-01-01 12:05:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.08}",0.0,FILLED
127,MES,2023-01-01 12:06:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.24}",0.0,FILLED
128,MES,2023-01-01 12:07:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.73}",0.0,FILLED
129,MES,2023-01-01 12:08:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.16}",0.0,FILLED
130,MES,2023-01-01 12:09:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.72}",0.0,FILLED
131,MES,2023-01-01 12:10:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.08}",0.0,FILLED
132,MES,2023-01-01 12:11:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
133,MES,2023-01-01 12:12:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.77}",0.0,FILLED
134,MES,2023-01-01 12:13:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.21}",0.0,FILLED
135,MES,2023-01-01 12:14:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.14}",0.0,FILLED
136,MES,2023-01-01 12:15:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
137,MES,2023-01-01 12:16:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.16}",0.0,FILLED
138,MES,2023-01-01 12:17:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.88}",0.0,FILLED
139,MES,2023-01-01 12:18:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
140,MES,2023-01-01 12:19:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.9}",0.0,FILLED
141,MES,2023-01-01 12:20:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.84}",0.0,FILLED
142,MES,2023-01-01 12:21:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
143,MES,2023-01-01 12:22:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.24}",0.0,FILLED
144,MES,2023-01-01 12:23:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.08}",0.0,FILLED
145,MES,2023-01-01 12:24:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.12}",0.0,FILLED
146,MES,2023-01-01 12:25:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.14}",0.0,FILLED
147,MES,2023-01-01 12:26:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.1}",0.0,FILLED
148,MES,2023-01-01 12:27:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.75}",0.0,FILLED
149,MES,2023-01-01 12:28:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.26}",0.0,FILLED
150,MES,2023-01-01 12:29:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.19}",0.0,FILLED
151,MES,2023-01-01 12:30:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
152,MES,2023-01-01 12:31:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.85}",0.0,FILLED
153,MES,2023-01-01 12:32:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.32}",0.0,FILLED
154,MES,2023-01-01 12:33:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.75}",0.0,FILLED
155,MES,2023-01-01 12:34:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.09}",0.0,FILLED
156,MES,2023-01-01 12:35:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.22}",0.0,FILLED
157,MES,2023-01-01 12:36:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.8}",0.0,FILLED
158,MES,2023-01-01 12:37:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.93}",0.0,FILLED
159,MES,2023-01-01 12:38:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.87}",0.0,FILLED
160,MES,2023-01-01 12:39:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.78}",0.0,FILLED
161,MES,2023-01-01 12:40:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.26}",0.0,FILLED
162,MES,2023-01-01 12:41:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.21}",0.0,FILLED
163,MES,2023-01-01 12:42:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.71}",0.0,FILLED
164,MES,2023-01-01 12:43:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.2}",0.0,FILLED
165,MES,2023-01-01 12:44:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.19}",0.0,FILLED
166,MES,2023-01-01 12:45:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.79}",0.0,FILLED
167,MES,2023-01-01 12:46:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
168,MES,2023-01-01 12:47:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.19}",0.0,FILLED
169,MES,2023-01-01 12:48:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.74}",0.0,FILLED
170,MES,2023-01-01 12:49:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.1}",0.0,FILLED
171,MES,2023-01-01 12:50:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.11}",0.0,FILLED
172,MES,2023-01-01 12:51:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
173,MES,2023-01-01 12:52:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.2}",0.0,FILLED
174,MES,2023-01-01 12:53:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.81}",0.0,FILLED
175,MES,2023-01-01 12:54:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
176,MES,2023-01-01 12:55:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.09}",0.0,FILLED
177,MES,2023-01-01 12:56:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
178,MES,2023-01-01 12:57:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.13}",0.0,FILLED
179,MES,2023-01-01 12:58:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.17}",0.0,FILLED
180,MES,2023-01-01 12:59:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.2}",0.0,FILLED
181,MES,2023-01-01 13:00:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.16}",0.0,FILLED
182,MES,2023-01-01 13:01:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
183,MES,2023-01-01 13:02:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.22}",0.0,FILLED
184,MES,2023-01-01 13:03:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.72}",0.0,FILLED
185,MES,2023-01-01 13:04:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.27}",0.0,FILLED
186,MES,2023-01-01 13:05:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
187,MES,2023-01-01 13:06:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.89}",0.0,FILLED
188,MES,2023-01-01 13:07:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.91}",0.0,FILLED
189,MES,2023-01-01 13:08:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.27}",0.0,FILLED
190,MES,2023-01-01 13:09:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.28}",0.0,FILLED
191,MES,2023-01-01 13:10:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.84}",0.0,FILLED
192,MES,2023-01-01 13:11:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.24}",0.0,FILLED
193,MES,2023-01-01 13:12:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.85}",0.0,FILLED
194,MES,2023-01-01 13:13:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.86}",0.0,FILLED
195,MES,2023-01-01 13:14:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.25}",0.0,FILLED
196,MES,2023-01-01 13:15:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.3}",0.0,FILLED
197,MES,2023-01-01 13:16:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.77}",0.0,FILLED
198,MES,2023-01-01 13:17:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.81}",0.0,FILLED
199,MES,2023-01-01 13:18:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.23}",0.0,FILLED
200,MES,2023-01-01 13:19:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.73}",0.0,FILLED
201,MES,2023-01-01 13:20:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.18}",0.0,FILLED
202,MES,2023-01-01 13:21:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.17}",0.0,FILLED
203,MES,2023-01-01 13:22:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.75}",0.0,FILLED
204,MES,2023-01-01 13:23:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.21}",0.0,FILLED
205,MES,2023-01-01 13:24:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.14}",0.0,FILLED
206,MES,2023-01-01 13:25:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.77}",0.0,FILLED
207,MES,2023-01-01 13:26:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.34}",0.0,FILLED
208,MES,2023-01-01 13:27:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.79}",0.0,FILLED
209,MES,2023-01-01 13:28:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.23}",0.0,FILLED
210,MES,2023-01-01 13:29:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.77}",0.0,FILLED
211,MES,2023-01-01 13:30:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.73}",0.0,FILLED
212,MES,2023-01-01 13:31:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.21}",0.0,FILLED
213,MES,2023-01-01 13:32:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.22}",0.0,FILLED
214,MES,2023-01-01 13:33:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.8}",0.0,FILLED
215,MES,2023-01-01 13:34:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
216,MES,2023-01-01 13:35:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.87}",0.0,FILLED
217,MES,2023-01-01 13:36:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.79}",0.0,FILLED
218,MES,2023-01-01 13:37:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.32}",0.0,FILLED
219,MES,2023-01-01 13:38:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.25}",0.0,FILLED
220,MES,2023-01-01 13:39:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.81}",0.0,FILLED
221,MES,2023-01-01 13:40:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.18}",0.0,FILLED
222,MES,2023-01-01 13:41:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.23}",0.0,FILLED
223,MES,2023-01-01 13:42:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.29}",0.0,FILLED
224,MES,2023-01-01 13:43:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.81}",0.0,FILLED
225,MES,2023-01-01 13:44:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.78}",0.0,FILLED
226,MES,2023-01-01 13:45:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.28}",0.0,FILLED
227,MES,2023-01-01 13:46:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.8}",0.0,FILLED
228,MES,2023-01-01 13:47:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.25}",0.0,FILLED
229,MES,2023-01-01 13:48:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.29}",0.0,FILLED
230,MES,2023-01-01 13:49:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.85}",0.0,FILLED
231,MES,2023-01-01 13:50:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.8}",0.0,FILLED
232,MES,2023-01-01 13:51:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.79}",0.0,FILLED
233,MES,2023-01-01 13:52:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.92}",0.0,FILLED
234,MES,2023-01-01 13:53:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.89}",0.0,FILLED
235,MES,2023-01-01 13:54:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.8}",0.0,FILLED
236,MES,2023-01-01 13:55:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.21}",0.0,FILLED
237,MES,2023-01-01 13:56:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.82}",0.0,FILLED
238,MES,2023-01-01 13:57:00+00:00,"{""side"": ""SHORT"", ""confidence"": 0.77}",0.0,FILLED
239,MES,2023-01-01 13:58:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.1}",0.0,FILLED
240,MES,2023-01-01 13:59:00+00:00,"{""side"": ""HOLD"", ""confidence"": 0.15}",0.0,FILLED
